1 "HD  97240" "11 09 18.1478" "-77 47 39.915" 8.404952 1.016
3 "CD-76   481" "10 59 04.2213" "-77 05 57.118" 8.713429 1.025
2 "HD  95916" "11 01 20.0174" "-77 36 12.712" 9.09663 1.122
0 "CD-76   479" "10 54 17.6575" "-77 31 18.642" 9.799228 0.932
